,Player,MP,Load,rTS%,Box Creation,Passer Rating,Spacing,cTOV%,ScoreVal,PlayVal,FTA/100,FT%,rORB%,rDREB%,OBPM,BPM,IA Pts/75,IA PPG,IA APG,IA RPG,allStar,1stAS_yr,yr2AS
175,Chris Ford,1537,22.2,0.003,1.3,5.4,64.0,0.149,-0.4,0.0,2.6,0.65,-0.9,-2.9,-0.1,-0.3,11.4,5.6,2.1,2.7,0,,
176,Chris Gatling,612,24.6,0.071,1.0,1.5,72.0,0.134,0.5,-1.4,8.3,0.66,7.0,5.4,0.4,1.8,17.7,5.1,0.2,3.0,1,1997.0,5.0
177,Chris Kaman,1843,21.3,-0.014,1.4,4.0,84.0,0.207,-1.1,-0.8,4.1,0.7,2.0,6.6,-1.6,-1.4,11.5,6.4,1.0,5.3,1,2010.0,6.0
178,Chris Mills,2022,25.7,-0.036000000000000004,0.6,4.0,108.0,0.08900000000000001,-0.2,-0.6,4.6,0.78,1.3,1.8,0.6,0.9,15.0,9.7,1.5,5.0,0,,
179,Chris Morris,2096,31.6,-0.009000000000000001,1.0,2.8,109.0,0.136,-0.5,-1.0,5.8,0.72,3.1,-1.9,-0.1,0.0,18.8,13.4,1.4,5.0,0,,
180,Chris Mullin,1391,30.4,-0.002,2.7,4.2,96.0,0.08199999999999999,0.0,-0.4,7.0,0.9,-3.3,-7.6,0.0,-0.4,19.6,13.2,1.7,2.0,1,1989.0,3.0
182,Chris Webber,2438,33.9,0.031,2.1,4.6,61.0,0.121,0.6,-0.2,7.1,0.53,7.4,3.4,1.9,3.8,20.6,16.8,3.1,8.4,1,1997.0,3.0
183,Chris Whitney,1117,31.5,0.03,5.3,6.0,119.0,0.102,-0.5,0.2,5.3,0.83,-4.8,-4.4,0.3,-0.1,15.5,5.2,2.1,1.2,0,,
184,Christian Laettner,2823,33.6,0.028,3.1,3.0,95.0,0.149,0.0,-0.7,10.0,0.84,1.0,9.1,0.1,0.6,20.4,17.9,2.5,8.5,1,1997.0,4.0
185,Chuck Hayes,535,15.4,0.054000000000000006,0.3,2.6,70.0,0.078,-0.3,-1.2,4.6,0.64,9.4,9.6,0.3,2.0,11.6,3.8,0.4,4.4,0,,
186,Chuck Person,2956,34.5,-0.02,2.9,5.0,105.0,0.101,-0.1,0.0,4.9,0.75,-0.6,5.9,0.9,1.6,19.3,18.0,3.2,8.0,0,,
187,Chucky Atkins,1626,41.0,-0.034,6.5,6.0,108.0,0.105,-0.8,0.5,4.0,0.73,-4.5,-7.1,-0.2,-1.3,18.8,9.4,3.5,1.4,0,,
188,Chucky Brown,1339,24.7,-0.012,1.2,2.7,77.0,0.105,-0.7,-1.1,6.2,0.76,0.5,-1.1,-1.1,-1.7,15.7,7.3,0.6,3.1,0,,
189,Clarence Weatherspoon,2654,29.2,-0.017,1.8,3.1,74.0,0.11,-0.4,-0.9,7.5,0.71,0.9,3.1,-0.4,-0.8,18.0,14.7,1.6,6.7,0,,
190,Clem Haskins,1477,30.1,-0.039,1.9,4.2,66.0,0.128,-0.8,-0.3,5.7,0.66,-1.3,-4.9,-0.5,-1.8,16.2,7.8,2.1,1.9,0,,
191,Clemon Johnson,794,22.8,-0.049,1.1,5.3,58.0,0.166,-0.9,-0.2,4.3,0.49,4.9,6.9,-1.2,-0.4,11.2,3.1,1.0,2.9,0,,
192,Cliff Hagan,971,28.3,-0.026,0.5,3.9,70.0,0.14300000000000002,-0.5,-0.4,6.6,0.69,-2.6,1.5,-0.5,-1.1,15.3,6.0,1.6,2.6,1,1958.0,1.0
193,Cliff Levingston,879,24.1,-0.014,0.6,3.0,62.0,0.158,-0.7,-1.0,7.6,0.57,5.3,2.2,-1.1,-1.3,14.1,5.3,0.7,3.5,0,,
194,Cliff Robinson,1661,32.9,-0.025,1.7,3.1,77.0,0.112,-0.3,-0.7,6.6,0.69,4.1,7.4,-0.9,-0.6,20.3,12.7,1.2,6.7,0,,
195,Clifford Ray,1872,23.5,0.03,0.5,6.3,74.0,0.177,-0.2,0.3,5.2,0.62,6.9,16.2,0.1,3.0,11.3,6.0,2.7,7.9,0,,
197,Clint Richardson,988,25.3,-0.059,1.5,4.8,63.0,0.119,-1.0,-0.3,2.1,0.62,-0.5,-6.4,-1.2,-1.8,12.9,6.4,1.8,2.2,0,,
198,Clyde Drexler,1408,30.9,-0.047,1.8,4.8,73.0,0.132,-0.8,-0.3,5.7,0.73,2.6,-2.8,-0.5,2.0,16.2,7.4,1.7,2.8,1,1986.0,2.0
199,Clyde Lee,1247,23.6,-0.046,0.8,3.1,76.0,0.152,-0.4,-0.5,5.0,0.63,4.5,10.0,-1.4,-1.1,13.8,5.8,1.0,4.3,1,1968.0,1.0
200,Clyde Lovellette,2361,34.1,-0.002469260444882203,1.1,2.5,82.0,0.118,1.2,-0.6,7.9,0.69,-0.6,8.3,0.2365919724205865,0.5595666092095547,23.6,20.9,1.4,8.3,1,1956.0,1.0
201,Connie Dierking,726,25.4,-0.04,1.0,2.7,71.0,0.155,-0.4,-0.6,7.6,0.59,-0.8,4.1,-1.4,-1.5,14.8,4.3,0.6,2.2,0,,
202,Connie Hawkins,3312,33.7,0.052000000000000005,2.4,3.7,81.0,0.14800000000000002,1.0,0.0,9.3,0.78,1.0,2.4,1.5,1.5,20.2,19.9,4.0,7.6,1,1970.0,0.0
204,Corey Maggette,1370,29.1,0.03,0.8,1.8,80.0,0.172,-0.6,-1.5,9.4,0.75,4.0,0.1,-0.8,-1.9,18.5,8.3,0.7,3.6,0,,
205,Corie Blount,690,23.8,-0.05,0.6,4.5,67.0,0.16399999999999998,-1.4,-0.8,5.7,0.61,6.5,6.4,-1.4,-0.4,11.7,3.1,0.8,2.9,0,,
206,Corky Calhoun,2025,14.5,0.003,0.5,2.9,75.0,0.189,-0.3,-0.7,2.0,0.74,-0.6,-2.6,-1.4,-0.7,8.9,5.2,0.8,3.1,0,,
208,Courtney Lee,1939,20.1,0.012,1.7,2.3,122.0,0.09,-0.3,-1.1,2.5,0.83,-4.2,-5.6,-0.3,0.4,13.2,8.5,1.2,2.3,0,,
209,Craig Ehlo,890,23.1,-0.055,1.0,5.3,81.0,0.138,-1.5,-0.6,5.3,0.71,0.0,-0.5,-1.3,-0.9,11.1,5.8,1.8,3.5,0,,
210,Craig Hodges,2022,28.1,-0.038,2.8,4.9,89.0,0.132,-0.7,0.0,3.0,0.72,-3.9,-9.1,-0.8,-1.9,13.7,9.7,3.2,1.5,0,,
211,Curtis Perry,1471,17.0,-0.08,0.2,3.6,78.0,0.163,-0.3,-0.4,2.8,0.67,4.1,4.4,-0.4,2.1,8.8,6.1,1.4,7.1,0,,
212,Curtis Rowe,2661,20.1,-0.003,0.5,2.2,73.0,0.17800000000000002,-0.1,-0.8,4.6,0.67,1.9,3.6,-1.0,-1.7,12.6,9.6,1.0,6.3,1,1976.0,4.0
213,Cuttino Mobley,1456,25.1,0.026,2.8,4.4,116.0,0.116,-0.6,-0.5,4.1,0.82,-4.1,-7.3,0.6,0.2,14.6,10.9,2.6,2.2,0,,
215,Dahntay Jones,649,22.9,0.005,1.7,3.3,106.0,0.105,-0.7,-1.0,5.4,0.69,-3.7,-3.6,-0.7,-1.7,15.2,4.7,0.4,1.3,0,,
216,Dale Ellis,1059,32.4,-0.04,0.6,3.0,97.0,0.111,-0.5,-0.9,5.5,0.72,5.0,2.4,0.0,-1.5,19.2,8.0,0.8,3.8,1,1989.0,5.0
217,Dale Schlueter,559,20.4,-0.022,0.7,2.8,66.0,0.194,-0.7,-0.7,6.1,0.55,3.6,8.6,-2.0,-1.0,11.7,5.0,0.9,4.8,0,,
221,Dan Gadzuric,760,14.3,-0.021,0.8,1.7,62.0,0.132,-0.6,-1.4,3.9,0.52,4.4,6.0,-1.5,0.5,9.4,3.6,0.2,3.8,0,,
224,Dan Roundfield,1645,29.3,-0.006,0.8,2.4,75.0,0.127,0.2,-0.9,6.5,0.69,3.9,7.0,0.0,-0.2,19.1,13.2,1.0,7.4,1,1980.0,3.0
225,Dana Barros,1630,37.0,-0.04,4.4,5.1,121.0,0.103,-0.6,0.1,3.4,0.81,-4.0,-6.3,0.2,-2.0,18.5,9.6,2.4,1.6,1,1995.0,5.0
226,Daniel Gibson,988,19.7,0.015,1.2,3.5,114.0,0.122,-1.0,-1.0,2.1,0.72,-2.2,-6.9,-0.5,-1.8,11.5,4.7,1.2,1.5,0,,
227,Danny Ainge,564,33.4,-0.099,2.7,5.7,103.0,0.132,-1.3,0.1,5.5,0.86,-1.6,-7.5,-1.5,-0.2,14.2,4.0,1.5,1.0,1,1988.0,6.0
228,Danny Ferry,1661,30.5,-0.043,2.0,4.5,115.0,0.118,-0.7,-0.4,4.6,0.82,0.4,-0.5,-0.4,-0.8,16.2,8.5,1.6,3.5,0,,
229,Danny Granger,1765,22.0,0.005,0.4,3.0,108.0,0.109,-0.5,-1.1,4.5,0.78,3.3,1.5,0.2,1.2,13.8,7.7,1.2,4.8,1,2009.0,3.0
230,Danny Green,1522,23.8,0.052000000000000005,1.5,4.4,121.0,0.097,0.4,-0.4,3.4,0.79,-1.2,-1.7,1.8,2.0,16.2,9.9,1.4,3.4,0,,
231,Danny Manning,950,28.4,0.001,1.8,3.5,86.0,0.158,-1.0,-0.9,5.0,0.77,1.3,-2.1,-0.8,-0.9,16.1,15.1,2.6,6.0,1,1993.0,4.0
232,Danny Schayes,1623,26.0,-0.006,1.6,4.3,91.0,0.166,-0.5,-0.4,5.3,0.76,1.9,6.6,-1.1,0.2,14.1,7.3,1.6,4.9,0,,
233,Danny Vranes,1075,20.3,0.035,1.1,3.1,61.0,0.14800000000000002,-0.5,-0.9,6.6,0.6,0.8,-1.0,-0.9,-1.0,12.9,4.7,0.7,2.5,0,,
234,Danny Young,1901,23.5,0.032,3.1,6.9,109.0,0.102,-0.4,0.5,2.7,0.85,-4.7,-7.7,0.1,-0.1,11.3,7.0,3.5,1.5,0,,
236,Darius Miles,2133,25.1,0.0,1.9,3.0,54.0,0.14800000000000002,-0.7,-1.0,6.0,0.52,1.4,3.9,-0.7,-0.2,15.3,9.8,1.2,5.6,0,,
237,Darius Songaila,976,21.6,0.025,0.6,2.7,88.0,0.106,0.0,-1.1,4.7,0.81,5.1,0.9,0.1,0.5,14.4,4.8,0.6,2.8,0,,
238,Darko Milicic,627,25.3,-0.013,2.3,4.6,69.0,0.123,-0.9,-0.5,3.6,0.6,1.7,2.3,-0.5,0.8,14.7,5.0,0.8,2.7,0,,
239,Darnell Valentine,1387,32.0,-0.052000000000000005,3.3,5.7,76.0,0.138,-1.1,0.0,6.9,0.76,-2.7,-5.3,-1.2,0.4,14.0,6.2,3.0,1.8,0,,
240,Darrall Imhoff,994,19.4,-0.053,1.0,2.9,61.0,0.189,-1.0,-0.7,3.8,0.51,0.5,3.1,-2.1,-2.3,10.1,4.1,0.7,2.7,1,1967.0,6.0
241,Darrell Armstrong,1010,38.5,-0.011,5.4,5.1,118.0,0.138,-1.0,-0.2,5.7,0.87,-2.2,-8.9,0.0,0.4,17.1,6.3,2.6,1.1,0,,
242,Darrell Arthur,1464,20.3,-0.08800000000000001,0.7,3.3,73.0,0.084,-1.3,-1.0,2.2,0.67,3.6,5.6,-1.4,-0.5,11.7,5.8,0.6,4.7,0,,
243,Darrell Griffith,2867,37.5,-0.038,3.3,3.5,79.0,0.107,-0.2,-0.4,5.5,0.72,-3.5,-5.0,-0.7,-1.9,22.4,20.6,2.2,3.6,0,,
244,Darrell Walker,1324,41.5,-0.035,4.7,4.4,86.0,0.171,-1.2,-0.4,9.6,0.79,0.2,-4.9,-0.7,3.6,18.1,7.7,3.1,2.1,0,,
246,Darrick Martin,803,30.4,-0.058,4.6,5.0,104.0,0.135,-1.6,-0.4,4.3,0.88,-0.04441029900332244,0.090481727574751,-1.6,-2.0,12.6,7.6,3.8,1.9,0,,
248,Darwin Cook,1980,32.1,-0.031,2.8,5.1,80.0,0.128,-0.8,-0.1,4.1,0.73,-1.4,-5.1,-1.0,-0.5,16.3,10.4,3.2,2.7,0,,
249,Dave Bing,2762,34.3,-0.018000000000000002,2.8,4.4,74.0,0.114,-0.3,0.0,5.3,0.74,-2.9,-5.7,0.0,-1.3,19.9,17.0,4.0,2.7,1,1968.0,1.0
250,Dave Corzine,532,21.0,0.07,1.0,4.4,94.0,0.214,-0.4,-0.5,5.3,0.78,3.4,4.5,-1.3,-1.7,11.8,2.7,0.7,2.3,0,,
251,Dave Cowens,3076,26.4,-0.032,1.0,3.5,88.0,0.142,0.1,-0.3,4.9,0.73,3.7,11.2,-0.4,2.0,15.4,14.0,2.4,10.6,1,1972.0,1.0
252,Dave DeBusschere,2352,26.0,-0.016,0.9,3.7,73.0,0.14400000000000002,-0.3,-0.3,4.9,0.72,1.0,4.2,-0.3,-0.5,14.9,10.9,2.5,5.2,1,1966.0,3.0
253,Dave Gambee,2090,25.3,0.023,0.9,2.5,84.0,0.132,0.5,-0.7,6.3,0.83,0.2,1.3,0.1,0.2,17.5,11.6,1.1,4.1,0,,
254,Dave Greenwood,2791,28.0,0.01,1.6,3.4,89.0,0.125,0.2,-0.6,7.0,0.81,2.5,8.3,0.2,0.8,17.7,15.8,2.0,9.1,0,,
255,Dave Piontek,1759,24.3,-0.006,0.8,3.4,68.0,0.141,-0.3,-0.4,4.5,0.67,-3.8,-0.4,-0.7,-0.9,14.6,9.8,1.9,3.5,0,,
256,Dave Robisch,1966,30.1,0.004,1.6,3.7,98.0,0.141,0.3,-0.2,5.8,0.83,1.8,5.8,-0.1,-0.4,17.9,11.3,1.8,6.0,0,,
257,Dave Stallworth,1893,30.7,0.022,1.6,3.6,70.0,0.146,0.2,-0.3,8.1,0.69,0.4,1.5,0.5,-0.5,18.3,10.7,2.2,3.6,0,,
258,Dave Wohl,1628,27.2,-0.016,2.6,4.5,76.0,0.146,-0.7,-0.2,5.3,0.76,-3.4,-7.4,-1.0,-1.0,13.8,6.7,2.4,1.4,0,,
259,David Benoit,1161,23.2,-0.013,0.3,2.3,89.0,0.134,-0.6,-1.3,4.3,0.81,4.1,4.3,-0.4,-1.5,14.3,5.5,0.4,3.7,0,,
260,David Lee,1129,18.0,0.07200000000000001,0.6,3.9,61.0,0.134,-0.5,-0.9,5.8,0.58,6.1,6.6,1.0,-0.6,12.6,5.2,0.7,4.4,1,2010.0,4.0
263,David Wesley,542,35.8,-0.064,5.7,6.3,106.0,0.134,-1.4,0.2,4.9,0.83,-4.5,-6.9,-0.9,-1.6,13.2,3.0,1.9,0.7,0,,
264,David West,930,21.6,0.003,0.3,4.1,75.0,0.13,-0.8,-0.9,4.6,0.71,8.3,8.3,0.1,0.3,12.7,4.1,0.9,4.0,1,2008.0,4.0
265,David Wingate,1612,30.6,-0.046,2.3,4.2,90.0,0.128,-0.8,-0.4,6.2,0.74,-1.6,-7.3,-0.9,-0.7,15.9,8.6,1.8,2.0,0,,
266,Dee Brown,1945,29.1,-0.011,4.4,5.9,96.0,0.117,-0.4,0.4,3.9,0.87,-4.0,-6.1,0.2,0.2,13.6,8.3,3.8,2.1,0,,
267,Dell Curry,636,33.8,-0.064,2.3,4.6,105.0,0.095,-1.2,-0.5,2.8,0.79,-1.8,-5.4,-1.9,-2.4,18.2,4.5,0.7,1.1,0,,
268,Delonte West,507,25.6,-0.005,2.9,5.1,105.0,0.094,-0.8,-0.3,2.7,0.7,-2.4,-2.8,-0.1,0.1,13.8,4.5,1.4,1.6,0,,
269,DeMar DeRozan,1664,22.5,0.011,1.7,2.0,81.0,0.084,0.0,-1.1,6.0,0.76,-0.5,-3.8,-0.2,-1.6,15.7,8.7,0.7,2.9,1,2014.0,4.0
270,DeMarcus Cousins,2309,37.1,-0.057,3.0,4.5,87.0,0.159,-1.2,-0.5,8.8,0.69,5.1,9.7,-1.1,0.5,19.2,14.2,2.6,8.4,1,2015.0,4.0
272,Dennis Awtrey,1292,22.9,0.014,1.0,3.4,80.0,0.166,-0.1,-0.5,5.1,0.66,2.6,7.2,-0.8,0.1,13.6,6.0,1.1,4.4,0,,
274,Dennis Rodman,1155,25.1,0.022,0.2,2.5,60.0,0.152,-0.5,-1.2,5.2,0.59,8.9,2.0,0.2,0.1,15.7,6.1,0.6,4.1,1,1990.0,3.0
275,Dennis Scott,2336,33.1,-0.03,2.4,3.8,112.0,0.078,-0.2,-0.5,4.2,0.75,-3.7,-5.2,-0.1,-1.2,20.3,14.8,1.5,2.7,0,,
276,Derek Anderson,1839,32.4,0.006999999999999999,3.9,5.4,104.0,0.114,-0.3,0.0,9.1,0.87,-2.6,-5.0,0.5,1.4,17.6,12.2,3.4,2.7,0,,
277,Derek Fisher,921,30.1,-0.045,3.4,4.6,95.0,0.136,-1.3,-0.5,6.9,0.66,-3.1,-5.0,-1.2,-2.0,13.7,3.9,1.4,1.2,0,,
278,Derek Harper,1712,23.5,-0.068,2.2,6.2,71.0,0.132,-0.9,0.1,2.8,0.67,-3.0,-5.3,-0.8,-1.0,10.2,5.6,2.7,2.1,0,,
279,Derek Smith,1297,25.1,0.048,2.0,3.2,77.0,0.116,0.2,-0.7,6.0,0.76,-1.9,-3.3,0.0,-1.1,16.9,9.5,1.2,2.8,0,,
280,Derek Strong,1131,24.8,-0.014,0.4,3.1,91.0,0.109,-0.9,-1.2,9.3,0.77,4.1,4.9,-0.8,-2.0,15.5,6.7,0.7,4.0,0,,
281,Deron Williams,2307,35.0,-0.035,5.3,7.2,112.0,0.097,-0.6,0.8,3.2,0.7,-3.7,-6.1,0.6,0.1,15.9,11.3,4.8,2.4,1,2010.0,4.0
282,Derrick Coleman,2602,32.1,-0.006999999999999999,1.7,3.4,92.0,0.125,-0.3,-0.7,8.2,0.73,3.9,7.0,0.1,0.3,19.4,17.5,2.0,9.7,1,1994.0,3.0
283,Derrick McKey,1706,23.9,0.024,1.3,3.7,93.0,0.126,-0.1,-0.7,6.3,0.77,0.8,1.0,0.0,1.3,14.9,8.1,1.1,3.9,0,,
284,Derrick Rose,3000,36.0,-0.028,5.6,6.1,91.0,0.097,-0.5,0.5,4.3,0.79,-1.6,-6.3,1.2,0.7,17.8,17.0,6.7,3.8,1,2010.0,1.0
287,Desmond Mason,1522,20.6,-0.035,0.7,3.5,97.0,0.087,-0.4,-0.9,3.1,0.74,-0.1,-1.1,-0.2,-0.9,12.7,6.0,0.8,3.0,0,,
288,Detlef Schrempf,969,27.4,-0.021,1.8,4.1,80.0,0.15,-0.7,-0.5,7.4,0.72,1.6,0.7,-0.5,-1.2,14.8,6.0,1.2,3.1,1,1993.0,7.0
290,Devin Brown,627,26.3,-0.004,0.8,3.2,95.0,0.125,-0.9,-1.2,6.4,0.81,1.2,1.9,-0.7,-1.7,16.1,4.3,0.6,2.2,0,,
291,Devin Harris,1173,31.0,0.001,4.6,6.1,109.0,0.116,-0.8,0.1,4.5,0.76,-0.04441029900332244,0.090481727574751,0.6,1.9,14.9,5.7,2.2,1.3,1,2009.0,4.0
292,Dick Garmaker,870,33.2,-0.011,2.2,4.4,80.0,0.133,-0.3,-0.1,7.2,0.81,-4.4,-3.5,-0.1,-1.0,18.1,6.3,1.5,1.3,1,1957.0,1.0
293,Dick Snyder,676,29.3,-0.029,2.0,4.0,75.0,0.111,-0.5,-0.3,3.6,0.75,-2.6,-5.8,-0.6,-1.5,17.1,5.2,1.0,1.0,0,,
294,Dick Van Arsdale,2289,25.0,0.001,1.4,3.4,71.0,0.14800000000000002,-0.1,-0.3,6.2,0.72,-1.5,-4.3,-0.1,-1.1,14.5,10.4,2.2,2.8,1,1969.0,3.0
295,Dikembe Mutombo,2716,27.5,0.009000000000000001,2.4,3.1,77.0,0.16399999999999998,-0.6,-0.9,9.0,0.64,5.3,9.9,-0.7,0.1,16.1,15.7,2.0,11.3,1,1992.0,0.0
296,Dion Waiters,1756,38.1,-0.043,5.1,4.5,104.0,0.095,-0.7,-0.1,6.3,0.75,-3.9,-5.9,-0.3,-1.6,20.7,15.6,3.1,2.4,0,,
297,Dirk Nowitzki,958,29.6,-0.02,2.0,3.1,106.0,0.138,-0.8,-0.9,7.2,0.77,-1.2,0.3,-0.7,-1.0,17.5,8.9,1.0,3.3,1,2002.0,3.0
298,Doc Rivers,1938,30.5,0.01,3.3,5.7,81.0,0.147,-0.6,0.0,8.4,0.79,-2.4,-4.5,-0.2,3.0,15.1,9.5,3.7,2.9,0,,
299,Dominique Wilkins,2697,31.0,-0.006999999999999999,1.4,2.9,71.0,0.103,0.2,-0.7,6.1,0.68,2.2,-3.4,0.1,-0.1,20.4,17.8,1.5,5.9,1,1986.0,3.0
300,Don Adams,2374,24.5,-0.054000000000000006,0.9,3.7,74.0,0.131,-0.6,-0.5,3.6,0.73,0.2,1.4,-0.9,-0.1,13.7,9.5,1.8,5.0,0,,
302,Don Chaney,839,25.3,-0.087,1.2,3.9,74.0,0.141,-1.1,-0.4,5.3,0.75,-0.4,-2.8,-1.7,-2.2,12.8,4.1,1.0,1.8,0,,
303,Don Ford,1838,24.9,-0.033,1.3,3.6,78.0,0.127,-0.2,-0.4,3.3,0.75,0.3,-3.1,-0.5,-0.8,15.0,9.2,1.4,3.7,0,,
304,Don Kojis,1148,25.5,-0.04,0.5,2.9,57.0,0.132,-0.4,-0.6,5.3,0.56,0.7,0.3,-0.8,-2.3,15.3,5.6,0.8,2.4,1,1968.0,4.0
305,Don Nelson,1071,23.3,0.045,0.5,2.6,74.0,0.188,-0.2,-0.7,8.8,0.73,1.4,0.8,-0.5,-1.5,14.0,6.0,1.1,2.8,0,,
306,Don Ohl,2172,30.6,-0.032,2.8,4.4,71.0,0.125,-0.3,0.0,4.9,0.72,-3.7,-7.0,-0.4,-1.4,16.4,11.3,3.1,1.8,1,1963.0,2.0
308,Donyell Marshall,1050,29.0,-0.065,1.3,3.7,92.0,0.093,-0.7,-0.7,4.7,0.64,1.3,1.3,-1.3,-1.0,16.8,12.3,1.4,5.4,0,,
309,Dorell Wright,1292,23.3,-0.052000000000000005,1.9,6.3,85.0,0.116,-1.2,-0.1,3.6,0.74,-1.7,6.1,-0.9,0.2,12.5,6.1,1.5,4.1,0,,
310,Doug Christie,1515,32.4,-0.014,2.0,3.6,100.0,0.142,-0.7,-0.7,6.9,0.7,0.0,-3.0,-0.2,0.6,17.4,10.3,1.9,3.4,0,,
311,Doug Overton,990,29.3,-0.026,3.7,6.2,80.0,0.123,-1.3,-0.1,4.0,0.73,-3.6,-4.2,-0.9,-1.9,13.9,7.7,3.1,2.2,0,,
312,Doug West,824,23.7,-0.014,0.9,3.6,68.0,0.11,-0.8,-0.8,5.3,0.69,0.9,-1.4,-0.8,-0.7,14.2,4.0,0.6,1.8,0,,
314,Drew Gooden,544,29.6,0.029,1.5,2.8,80.0,0.145,-0.3,-1.0,7.6,0.74,4.1,3.4,0.6,0.4,19.3,12.6,1.2,6.0,0,,
315,Duane Causwell,1719,19.3,0.006999999999999999,1.3,3.0,76.0,0.145,-0.8,-1.0,4.9,0.64,2.6,3.4,-1.3,0.4,11.9,6.9,0.8,5.1,0,,
316,Duane Ferrell,1165,23.9,0.025,0.7,2.6,85.0,0.138,-0.4,-1.1,6.5,0.8,2.3,-5.6,-0.3,-1.4,15.2,5.8,0.6,2.2,0,,
317,Dudley Bradley,2027,24.9,-0.029,2.2,5.3,79.0,0.153,-0.8,-0.1,3.9,0.78,-3.3,-5.2,-1.0,1.2,12.2,8.0,2.7,2.6,0,,
318,Dwight Howard,2670,21.2,0.042,1.0,2.2,73.0,0.146,-0.2,-1.2,7.8,0.67,6.5,7.9,0.2,0.8,14.5,11.7,0.9,9.2,1,2007.0,2.0
319,Dwight Jones,1448,23.8,0.016,0.9,3.0,85.0,0.154,0.1,-0.7,4.7,0.74,3.8,8.0,-0.5,-0.5,15.2,7.2,1.0,4.9,0,,
320,Dwyane Wade,2126,37.9,0.014,4.8,4.6,92.0,0.132,-0.2,-0.2,8.0,0.75,-1.1,-5.3,1.2,1.0,20.4,17.7,4.8,3.9,1,2005.0,1.0
321,E'Twaun Moore,1682,30.3,-0.064,3.2,5.5,112.0,0.109,-1.2,-0.2,1.8,0.8,-2.1,-6.7,-1.0,-2.2,14.2,8.3,2.9,2.2,0,,
323,Earl Cureton,528,25.6,-0.064,1.2,3.3,59.0,0.098,-0.4,-0.6,5.6,0.52,4.7,6.7,-1.4,-0.9,15.1,4.0,0.4,2.8,0,,
324,Earl Monroe,3012,36.4,0.02,3.1,3.8,77.0,0.124,0.7,0.0,8.6,0.78,-2.1,-4.9,1.1,0.4,22.7,20.6,4.1,3.5,1,1969.0,1.0
325,Earl Watson,964,23.0,-0.013,2.2,5.6,95.0,0.126,-1.1,-0.3,2.0,0.64,-1.9,-8.0,-0.4,0.2,10.2,3.8,2.0,1.2,0,,
326,Ed Conlin,1423,29.5,-0.042,1.0,4.6,68.0,0.133,-0.5,-0.2,5.6,0.68,-2.6,1.3,-0.4,-1.1,15.4,9.0,2.2,3.3,0,,
327,Ed Davis,1602,16.8,0.042,0.7,3.1,60.0,0.08900000000000001,0.0,-0.9,4.1,0.56,6.8,7.6,0.4,0.4,12.5,7.9,0.6,7.1,0,,
329,Ed Pinckney,1602,23.6,0.058,1.7,2.5,68.0,0.17800000000000002,-0.3,-1.0,7.3,0.67,0.6,1.2,-1.2,-1.0,15.0,8.0,1.0,3.7,0,,
330,Eddie House,550,37.1,-0.04,5.0,5.1,103.0,0.094,-1.0,-0.1,3.5,0.69,-4.5,-6.4,-0.9,-2.8,20.2,5.4,1.1,0.8,0,,
333,Eddie Miles,811,27.8,-0.08900000000000001,1.6,3.8,71.0,0.123,-1.2,-0.4,4.5,0.71,-3.1,-6.5,-1.9,-3.4,14.3,4.8,1.0,1.0,1,1966.0,2.0
334,Eddy Curry,1150,25.8,0.02,1.6,1.7,79.0,0.124,-0.6,-1.4,7.4,0.66,5.2,2.6,-1.3,-2.0,17.6,6.9,0.4,3.5,0,,
335,Edgar Jones,950,29.6,0.044,1.7,1.8,73.0,0.162,-0.1,-1.2,10.5,0.67,4.0,7.5,-1.2,1.2,19.7,8.1,0.6,4.1,0,,
336,Elden Campbell,1876,20.1,-0.04,1.1,2.9,69.0,0.099,-0.4,-0.9,6.2,0.62,2.7,3.1,-0.5,0.7,12.2,7.2,0.7,5.1,0,,
337,Elgin Baylor,2855,36.8,0.031,1.1,3.6,79.0,0.133,0.9,-0.2,10.0,0.78,-0.1,6.2,1.9,2.0,23.0,24.3,4.8,9.1,1,1959.0,0.0
338,Elmore Smith,3186,25.8,-0.033,1.3,2.2,64.0,0.15,-0.4,-0.8,5.0,0.53,4.4,12.1,-0.8,-0.9,15.6,14.9,1.3,11.4,0,,
339,Elston Turner,1996,24.4,-0.066,0.9,5.0,71.0,0.115,-0.7,-0.3,3.4,0.7,1.3,-4.0,-0.6,-1.4,12.4,8.1,2.2,3.7,0,,
340,Elton Brand,2999,35.6,0.005,1.4,2.7,75.0,0.115,-0.2,-1.1,9.6,0.69,7.5,4.2,0.3,-0.2,23.1,21.4,2.0,9.8,1,2002.0,2.0
341,Elvin Hayes,3695,31.2,-0.008,1.1,1.7,75.0,0.124,0.8,-0.8,7.9,0.63,2.7,8.8,-0.1,1.4,21.6,23.1,1.2,11.2,1,1969.0,0.0
342,Em Bryant,1332,24.6,-0.098,1.4,4.5,66.0,0.147,-1.4,-0.3,4.2,0.65,-2.5,-6.3,-1.6,-2.1,10.4,4.5,2.3,1.3,0,,
343,Emeka Okafor,2600,27.6,-0.05,1.1,2.0,66.0,0.09,-0.5,-1.2,6.9,0.61,5.8,9.8,-0.4,-0.6,17.2,15.2,0.9,10.3,0,,
345,Eric Bledsoe,1841,29.7,-0.042,2.8,4.8,100.0,0.182,-1.5,-0.7,3.7,0.74,-0.9,-4.9,-1.2,-2.2,11.7,6.9,3.7,2.8,0,,
